Time(sec),Data
0.0,0.5
0.5,0.5
1.0,0.5
1.5,0.5
2.0,0.5
2.5,0.5
3.0,0.5037298776646328
3.5,0.5168936010362124
4.0,0.5561613370571833
4.5,0.6173836815650469
5.0,0.62
5.5,0.6314273724132716
6.0,0.64
6.5,0.6485297778677942
7.0,0.65
7.5,0.65
8.0,0.6748111190820671
8.5,0.69
9.0,0.7387431733104947
9.5,0.7532168649210194
10.0,0.6389423975721338
10.5,0.5771222864943826
11.0,0.5224570033361315
11.5,0.21865485878614088
12.0,0.0
12.5,0.0
13.0,0.0
13.5,0.0
14.0,0.024780374301641005
14.5,0.09786701975035139
15.0,0.1711721749043912
15.5,0.24451381116626167
16.0,0.3227235667827624
16.5,0.3698239615379496
17.0,0.41161507464429614
17.5,0.45611102440812684
18.0,0.513870383174916
18.5,0.574900935376396
19.0,0.6772824170025651
19.5,0.766845426854225
20.0,0.8621765336890891
20.5,0.9583819165875918
21.0,0.9899999999999999
21.5,0.99
22.0,0.99
22.5,0.9536318819727608
23.0,0.8852244685093541
23.5,0.8306581161659279
24.0,0.7856437284231089
24.5,0.6906413572046031
25.0,0.5759905260050815
25.5,0.48015261000207754
26.0,0.361397306409842
26.5,0.2692677848763931
27.0,0.10651714769048605
27.5,0.06999999999999999
28.0,0.07856106453889317
28.5,0.06855684809758275
29.0,0.051486224606016415
29.5,0.05
30.0,0.04376831842251155
30.5,0.017126398899445384
31.0,0.0
31.5,0.005318626749409147
32.0,0.06409572740574465
32.5,0.1507942818306374
33.0,0.2556674087980768
33.5,0.350951193782036
34.0,0.4819519700481989
34.5,0.6881559290002505
35.0,0.9235372092119244
35.5,0.99
36.0,0.99
36.5,0.99
37.0,0.99
37.5,0.9899999999999999
38.0,0.9338940513638474
38.5,0.8610394218656473
39.0,0.8451043451292227
39.5,0.8254278811145521
40.0,0.82
40.5,0.7919974997593136
41.0,0.627118443242523
41.5,0.511576684882198
42.0,0.44793442818739276
42.5,0.3483950917812031
43.0,0.21629009225066684
43.5,0.07821320108875254
44.0,0.0038609441826858546
44.5,0.0
45.0,0.0
45.5,0.0
46.0,0.0
46.5,0.08975263976993908
47.0,0.20272243679319282
47.5,0.29563788617021414
48.0,0.42061505389475895
48.5,0.5448751528198013
49.0,0.6099679647526863
49.5,0.6576109196589359
50.0,0.7209911954434619
50.5,0.7513022260719405
51.0,0.768537782866915
51.5,0.8185637486523649
52.0,0.9266810895924092
52.5,0.9899999999999998
53.0,0.9900000000000001
53.5,0.99
54.0,0.99
54.5,0.99
55.0,0.99
55.5,0.9899999999999999
56.0,0.9900000000000001
56.5,0.9553708951720302
57.0,0.7938042686036896
57.5,0.6112617169007777
58.0,0.5192945118459572
58.5,0.35952483865159657
59.0,0.19789571174868942
59.5,0.11739410509545124
60.0,0.03117598372213726
60.5,0.0
61.0,0.0
61.5,0.0
62.0,0.0
62.5,0.0
63.0,0.0
63.5,0.0
64.0,0.0
64.5,0.0
65.0,0.0
65.5,0.074684752031203
66.0,0.21937516703209706
66.5,0.3621730384119592
67.0,0.5409297208784931
67.5,0.7342917235194698
68.0,0.917815166693409
68.5,0.9899999999999999
69.0,0.99
69.5,0.99
70.0,0.9900000000000001
70.5,0.9699354022947692
71.0,0.9414950204118231
71.5,0.8661756398578351
72.0,0.7678130965580416
72.5,0.7063456614167795
73.0,0.6752935256446387
73.5,0.6297395491617627
74.0,0.61
74.5,0.61
75.0,0.5886746281780747
75.5,0.4942936428998291
76.0,0.42038231170716717
76.5,0.3402719428227932
77.0,0.2570012751204719
77.5,0.13352619966357235
78.0,0.013731568042790718
78.5,0.0
79.0,0.0
79.5,0.0
80.0,0.0
80.5,0.12709905154640133
81.0,0.2701894546918279
81.5,0.3383874840315097
82.0,0.4398069487110766
82.5,0.47
83.0,0.5178545352444227
83.5,0.5685693837319972
84.0,0.6235795615422609
84.5,0.6863368671634231
85.0,0.7279921471880684
85.5,0.7840587951001976
86.0,0.8786233741276165
86.5,0.9683159506070362
87.0,0.9900000000000001
87.5,0.9899999999999999
88.0,0.9899999999999999
88.5,0.99
89.0,0.9603405233435702
89.5,0.8895435377926336
90.0,0.8283113804812303
90.5,0.7155769544752044
91.0,0.6183192013788084
91.5,0.5313532290739768
92.0,0.45661399115758056
92.5,0.4006744977868071
93.0,0.31984593194946515
93.5,0.2527413321701067
94.0,0.18141613691755917
94.5,0.118467366220354
95.0,0.08901544594205754
95.5,0.08
96.0,0.06125116695441396
96.5,0.01846063183831234
97.0,0.0
97.5,0.0
98.0,0.0
98.5,0.011759468333958457
99.0,0.12473697597931153
99.5,0.2580194328632367
100.0,0.3818251503294705
100.5,0.47945790744775535
