Time(sec),ann5
0.0,0.5
1.0,0.5474222222222221
2.0,0.6082222222222222
3.0,0.6082222222222222
4.0,0.6082222222222222
5.0,0.6082222222222222
6.0,0.5587111111111112
7.0,0.5587111111111112
8.0,0.31766666666666665
9.0,0.26751111111111114
10.0,0.1820444444444442
11.0,0.07017777777777748
12.0,0.00906666666666668
13.0,0.0895555555555558
14.0,0.2502666666666676
15.0,0.4332888888888893
16.0,0.3767999999999999
17.0,0.3767999999999999
18.0,0.450875
19.0,0.5750222222222221
20.0,0.7456888888888883
21.0,0.8317777777777777
22.0,0.7232888888888925
23.0,0.7232888888888925
24.0,0.3633777777777807
25.0,0.3633777777777807
26.0,0.1831111111111127
27.0,0.1831111111111127
28.0,0.1831111111111127
29.0,0.1831111111111127
30.0,0.15155555555555505
31.0,0.04246666666666878
32.0,0.11328888888888496
33.0,0.35324444444443936
34.0,0.5279555555555501
35.0,0.934088888888888
36.0,0.7405333333333464
37.0,0.7405333333333464
38.0,0.5409777777777826
39.0,0.5409777777777826
40.0,0.5409777777777826
41.0,0.5409777777777826
42.0,0.46715555555555605
43.0,0.2157333333333389
44.0,0.0530444444444502
45.0,0.0
46.0,0.0412888888888834
47.0,0.2433111111111006
48.0,0.2433111111111006
49.0,0.4024444444444418
50.0,0.4024444444444418
51.0,0.47088888888888897
52.0,0.5077777777777702
53.0,0.6663555555555472
54.0,0.8047333333333236
55.0,0.9060444444444432
56.0,0.690444444444464
57.0,0.4198888888888981
58.0,0.4198888888888981
59.0,0.18328888888890105
60.0,0.18328888888890105
61.0,0.18328888888890105
62.0,0.18328888888890105
63.0,0.06293333333333254
64.0,0.08059999999999877
65.0,0.013066666666668622
66.0,0.17595555555553316
67.0,0.4192888888888791
68.0,0.6817777777777668
69.0,0.7933333333333304
70.0,0.7526222222222296
71.0,0.5646222222222248
72.0,0.5646222222222248
73.0,0.5646222222222248
74.0,0.5646222222222248
75.0,0.4971555555555557
76.0,0.3861333333333333
77.0,0.14884444444444295
78.0,0.02342222222222056
79.0,0.02342222222222056
80.0,0.04213333333333838
81.0,0.2678666666666755
82.0,0.398311111111113
83.0,0.398311111111113
84.0,0.4424000000000009
85.0,0.4597777777777802
86.0,0.6201333333333469
87.0,0.8059333333333502
88.0,0.942466666666672
89.0,0.7558222222221894
90.0,0.5202666666666531
91.0,0.30826666666664426
92.0,0.30826666666664426
93.0,0.30826666666664426
94.0,0.30826666666664426
95.0,0.30826666666664426
96.0,0.08257777777776297
97.0,0.05000000000000002
98.0,0.011777777777771184
99.0,0.15142222222224982
100.0,0.2856444444444595
101.0,0.5372000000000804
102.0,0.903511111111118
103.0,0.8518444444443811
104.0,0.6124888888888795
105.0,0.5809333333333324
106.0,0.58
107.0,0.58
108.0,0.58
109.0,0.58
110.0,0.39346666666648217
111.0,0.10164444444452522
112.0,0.10164444444452522
113.0,0.10164444444452522
114.0,0.10164444444452522
115.0,0.4202666666667129
116.0,0.4202666666667129
117.0,0.4202666666667129
118.0,0.4202666666667129
119.0,0.5524444444444562
120.0,0.6545777777778048
121.0,0.897777777777796
122.0,0.96911111111111
123.0,0.6325777777777063
124.0,0.5181777777777752
125.0,0.3338666666665989
126.0,0.16115555555551775
127.0,0.16115555555551775
128.0,0.16115555555551775
129.0,0.16115555555551775
130.0,0.16115555555551775
131.0,0.06564444444438387
132.0,0.034444444444490116
133.0,0.2758222222223283
134.0,0.5572888888889627
135.0,0.7266666666667141
136.0,0.6921333333332592
137.0,0.6921333333332592
138.0,0.5757777777777682
139.0,0.5757777777777682
140.0,0.5757777777777682
141.0,0.5457777777777679
142.0,0.4551999999998959
143.0,0.2849333333332583
144.0,0.1578666666666061
145.0,0.01984444444442776
146.0,0.01984444444442776
147.0,0.11662222222233785
148.0,0.2931555555555996
149.0,0.3757777777777889
150.0,0.4126666666666807
151.0,0.4339555555555842
152.0,0.5530666666667072
153.0,0.6387555555556125
154.0,0.7130222222222559
155.0,0.8504444444445499
156.0,0.7330666666664547
157.0,0.4933777777776579
158.0,0.3115999999999136
159.0,0.3115999999999136
160.0,0.3115999999999136
161.0,0.3115999999999136
162.0,0.09582222222206957
163.0,0.05817777777777777
164.0,0.005911111111097696
165.0,0.17146666666680166
166.0,0.3405777777778633
167.0,0.4459111111111264
168.0,0.6579555555557441
169.0,0.8036666666665971
170.0,0.7539333333333174
171.0,0.646844444444345
172.0,0.5791111111110937
173.0,0.5791111111110937
174.0,0.5791111111110937
175.0,0.5042666666665422
176.0,0.3228444444443265
177.0,0.3228444444443265
