Time(sec),ann8
0.0,0.5
1.0,0.5
2.0,0.6963555555555555
3.0,0.6963555555555555
4.0,0.6039
5.0,0.6039
6.0,0.6039
7.0,0.6039
8.0,0.5040888888888889
9.0,0.4444888888888888
10.0,0.19795555555555525
11.0,0.056222222222221806
12.0,0.0
13.0,0.09782222222222277
14.0,0.09782222222222277
15.0,0.3118222222222233
16.0,0.3118222222222233
17.0,0.4968000000000002
18.0,0.4968000000000002
19.0,0.532222222222222
20.0,0.645822222222222
21.0,0.8945333333333327
22.0,0.8580000000000011
23.0,0.5406222222222247
24.0,0.5406222222222247
25.0,0.2399111111111161
26.0,0.2399111111111161
27.0,0.2399111111111161
28.0,0.2399111111111161
29.0,0.03
30.0,0.019022222222222985
31.0,0.01879999999999844
32.0,0.16368888888888336
33.0,0.42066666666666064
34.0,0.42066666666666064
35.0,0.6629999999999922
36.0,0.9899999999999998
37.0,0.8092888888888903
38.0,0.610933333333335
39.0,0.5448444444444499
40.0,0.5448444444444499
41.0,0.5448444444444499
42.0,0.37653333333333855
43.0,0.37653333333333855
44.0,0.14495555555556694
45.0,0.0
46.0,0.002799999999999469
47.0,0.15808888888887848
48.0,0.3133777777777764
49.0,0.384755555555552
50.0,0.384755555555552
51.0,0.384755555555552
52.0,0.6008222222222057
53.0,0.6008222222222057
54.0,0.99
55.0,0.7591555555555769
56.0,0.7591555555555769
57.0,0.7591555555555769
58.0,0.23346666666672425
59.0,0.23346666666672425
60.0,0.23346666666672425
61.0,0.23346666666672425
62.0,0.0037777777777767405
63.0,0.08000000000000003
64.0,0.07231111111111334
65.0,0.0
66.0,0.2668888888888745
67.0,0.5541999999999868
68.0,0.7778888888888768
69.0,0.8223111111111152
70.0,0.693200000000001
71.0,0.5947555555555569
72.0,0.5700000000000001
73.0,0.5700000000000001
74.0,0.5700000000000001
75.0,0.5528333333333334
76.0,0.316844444444443
77.0,0.055244444444442216
78.0,0.0268888888888875
79.0,0.0
80.0,0.1545111111111127
81.0,0.2127111111111117
82.0,0.3725777777777956
83.0,0.3725777777777956
84.0,0.3725777777777956
85.0,0.3725777777777956
86.0,0.5932888888889062
87.0,0.8022000000000106
88.0,0.9319111111111044
89.0,0.6775555555555225
90.0,0.6775555555555225
91.0,0.3411777777777393
92.0,0.3411777777777393
93.0,0.3411777777777393
94.0,0.3411777777777393
95.0,0.1026222222222164
96.0,0.08106666666666168
97.0,0.0
98.0,0.018666666666678662
99.0,0.2428000000000469
100.0,0.2428000000000469
101.0,0.869333333333414
102.0,0.92
103.0,0.8807999999999889
104.0,0.85
105.0,0.85
106.0,0.6442222222221233
107.0,0.6442222222221233
108.0,0.6442222222221233
109.0,0.3695555555555288
110.0,0.3695555555555288
111.0,0.02988888888886044
112.0,0.0
113.0,0.06835555555561283
114.0,0.2446222222222553
115.0,0.33262222222225
116.0,0.3708888888888899
117.0,0.3708888888888899
118.0,0.5024888888889147
119.0,0.5024888888889147
120.0,0.7252444444444783
121.0,0.9073333333333397
122.0,0.7287111111110595
123.0,0.5511999999999372
124.0,0.4048444444444085
125.0,0.2875999999999497
126.0,0.21093333333333203
127.0,0.21093333333333203
128.0,0.21093333333333203
129.0,0.21000000000000005
130.0,0.13266666666655516
131.0,0.009200000000014277
132.0,0.1716000000000741
133.0,0.31411111111113993
134.0,0.4999555555557714
135.0,0.4999555555557714
136.0,0.9069333333332944
137.0,0.5569777777777495
138.0,0.5569777777777495
139.0,0.5569777777777495
140.0,0.5569777777777495
141.0,0.54
142.0,0.5123999999999513
143.0,0.380488888888836
144.0,0.15431111111093454
145.0,0.0
146.0,0.038666666666741775
147.0,0.038666666666741775
148.0,0.30417777777786315
149.0,0.4250666666666761
150.0,0.4250666666666761
151.0,0.4250666666666761
152.0,0.5358666666666899
153.0,0.6705555555557053
154.0,0.7983777777778125
155.0,0.7983777777778125
156.0,0.9895555555555549
157.0,0.3767555555553534
158.0,0.3767555555553534
159.0,0.13493333333329854
160.0,0.13493333333329854
161.0,0.13493333333329854
162.0,0.13493333333329854
163.0,0.07
164.0,0.012844444444437813
165.0,0.0
166.0,0.16537777777788182
167.0,0.5458222222226848
168.0,0.5458222222226848
169.0,0.75
170.0,0.7396888888888213
171.0,0.57666666666663
172.0,0.57666666666663
173.0,0.57666666666663
174.0,0.56
175.0,0.5500000000000002
176.0,0.43537777777758735
177.0,0.1475555555553735
