Time(sec),ann1
0.0,0.5
1.0,0.5
2.0,0.5
3.0,0.5
4.0,0.5
5.0,0.5
6.0,0.5
7.0,0.4930666666666666
8.0,0.3828166666666666
9.0,0.2919555555555555
10.0,0.264
11.0,0.11862222222222185
12.0,0.0
13.0,0.09275555555555584
14.0,0.1759111111111117
15.0,0.3363111111111113
16.0,0.3907555555555556
17.0,0.3907555555555556
18.0,0.50375
19.0,0.5663999999999998
20.0,0.6393333333333329
21.0,0.7319555555555552
22.0,0.7319555555555552
23.0,0.7319555555555552
24.0,0.4519333333333372
25.0,0.17920000000000114
26.0,0.17920000000000114
27.0,0.17920000000000114
28.0,0.17920000000000114
29.0,0.029999999999999995
30.0,0.06026666666666716
31.0,0.01280000000000023
32.0,0.01
33.0,0.10433333333332348
34.0,0.6965333333333295
35.0,0.6965333333333295
36.0,0.6965333333333295
37.0,0.6965333333333295
38.0,0.6965333333333295
39.0,0.6965333333333295
40.0,0.7299999999999999
41.0,0.4212000000000345
42.0,0.4212000000000345
43.0,0.2600000000000001
44.0,0.21542222222222865
45.0,0.0
46.0,0.08546666666665624
47.0,0.08546666666665624
48.0,0.2712444444444401
49.0,0.3680444444444428
50.0,0.4036222222222186
51.0,0.4036222222222186
52.0,0.4858222222222125
53.0,0.5985999999999941
54.0,0.7252888888888859
55.0,0.7252888888888859
56.0,0.6755555555555672
57.0,0.4481333333333443
58.0,0.3722000000000047
59.0,0.28126666666666905
60.0,0.19886666666667144
61.0,0.19886666666667144
62.0,0.19886666666667144
63.0,0.01817777777777724
64.0,0.01
65.0,0.0314666666666641
66.0,0.3171999999999883
67.0,0.5893777777777679
68.0,0.5893777777777679
69.0,0.5893777777777679
70.0,0.5893777777777679
71.0,0.5893777777777679
72.0,0.5893777777777679
73.0,0.8407111111110991
74.0,0.2598444444444528
75.0,0.2624
76.0,0.2590666666666668
77.0,0.20715555555555534
78.0,0.0008888888888889584
79.0,0.010888888888888984
80.0,0.11906666666666678
81.0,0.23042222222222536
82.0,0.3763777777777893
83.0,0.3763777777777893
84.0,0.3763777777777893
85.0,0.5433777777777938
86.0,0.5433777777777938
87.0,0.6985111111111237
88.0,0.6985111111111237
89.0,0.9096444444444604
90.0,0.4760444444443872
91.0,0.4760444444443872
92.0,0.30759999999999565
93.0,0.15671111111109035
94.0,0.15671111111109035
95.0,0.15671111111109035
96.0,0.05
97.0,0.040555555555553735
98.0,0.00497777777777864
99.0,0.20088888888888956
100.0,0.3214888888889457
101.0,0.5805333333333415
102.0,0.6108888888888927
103.0,0.6108888888888927
104.0,0.6108888888888927
105.0,0.6108888888888927
106.0,0.6108888888888927
107.0,0.6108888888888927
108.0,0.6290666666666676
109.0,0.4067111111110752
110.0,0.30611111111110045
111.0,0.13599999999995654
112.0,0.0
113.0,0.06837777777783836
114.0,0.19768888888891195
115.0,0.2570222222222317
116.0,0.33071111111112106
117.0,0.4057777777778304
118.0,0.4057777777778304
119.0,0.4057777777778304
120.0,0.7761777777778944
121.0,0.7761777777778944
122.0,0.9234222222221932
123.0,0.639733333333153
124.0,0.639733333333153
125.0,0.23724444444434264
126.0,0.23724444444434264
127.0,0.23724444444434264
128.0,0.23724444444434264
129.0,0.07715555555550427
130.0,0.009999999999999998
131.0,0.008177777777775027
132.0,0.06426666666672019
133.0,0.4019555555556487
134.0,0.6495111111112052
135.0,0.6495111111112052
136.0,0.8439555555556183
137.0,0.7543851851848565
138.0,0.3820666666667221
139.0,0.5195555555555869
140.0,0.5195555555555869
141.0,0.5195555555555869
142.0,0.39671111111102375
143.0,0.2625777777777301
144.0,0.07648888888878506
145.0,0.01
146.0,0.0815111111112466
147.0,0.22146666666668335
148.0,0.2736888888889117
149.0,0.3128888888888985
150.0,0.3569333333333627
151.0,0.3569333333333627
152.0,0.6166222222224622
153.0,0.6166222222224622
154.0,0.8675555555555008
155.0,0.7481777777777151
156.0,0.7481777777777151
157.0,0.5797111111110215
158.0,0.30999999999997435
159.0,0.24373333333326966
160.0,0.24373333333326966
161.0,0.24373333333326966
162.0,0.16404444444441274
163.0,0.16404444444441274
164.0,0.0
165.0,0.10648888888893236
166.0,0.2009111111112059
167.0,0.4784000000001986
168.0,0.7121777777778393
169.0,0.7121777777778393
170.0,0.8633333333334057
171.0,0.6463111111111973
172.0,0.6463111111111973
173.0,0.6463111111111973
174.0,0.6463111111111973
175.0,0.7844888888888538
176.0,0.12262962962942148
177.0,0.12262962962942148
