Time_seconds,Data
0,0.5
1,0.5
2,0.5
3,0.5
4,0.493066666666667
5,0.382816666666667
6,0.291955555555555
7,0.272933333333333
8,0.264
9,0.248844444444444
10,0.118622222222222
11,0.00386666666666663
12,0
13,0.0063111111111112
14,0.0927555555555558
15,0.175911111111112
16,0.290888888888889
17,0.336311111111111
18,0.390755555555556
19,0.50375
20,0.5664
21,0.639333333333333
22,0.731955555555555
23,0.787466666666666
24,0.451933333333337
25,0.179200000000001
26,0.0596444444444452
27,0.03
28,0.0543555555555552
29,0.0602666666666672
30,0.0351555555555559
31,0.0128000000000002
32,0.01
33,0.01
34,0.01
35,0.104333333333323
36,0.696533333333329
37,0.73
38,0.73
39,0.421200000000034
40,0.223511111111107
41,0.26
42,0.26
43,0.215422222222229
44,0.0544000000000053
45,0
46,0.000933333333333163
47,0.0854666666666562
48,0.237199999999999
49,0.27124444444444
50,0.336488888888885
51,0.368044444444443
52,0.403622222222219
53,0.485822222222212
54,0.598599999999994
55,0.725288888888886
56,0.675555555555567
57,0.448133333333344
58,0.372200000000005
59,0.281266666666669
60,0.198866666666671
61,0.0698666666666859
62,0.0181777777777772
63,0.0190666666666669
64,0.01
65,0.000888888888889148
66,0.0314666666666641
67,0.139555555555548
68,0.317199999999988
69,0.589377777777768
70,0.840711111111099
71,0.927155555555558
72,0.259844444444453
73,0.2624
74,0.259066666666667
75,0.240833333333333
76,0.207155555555555
77,0.0884444444444423
78,0.000888888888888958
79,0.010888888888889
80,0.0598222222222267
81,0.119066666666667
82,0.146311111111113
83,0.230422222222225
84,0.287866666666668
85,0.376377777777789
86,0.543377777777794
87,0.698511111111124
88,0.90964444444446
89,0.952355555555547
90,0.476044444444387
91,0.307599999999996
92,0.15671111111109
93,0.0690222222222191
94,0.05
95,0.05
96,0.0405555555555537
97,0.0239999999999978
98,0.00497777777777864
99,0.175777777777785
100,0.20088888888889
101,0.227066666666669
102,0.321488888888946
103,0.552533333333342
104,0.580533333333341
105,0.610888888888893
106,0.629066666666668
107,0.635866666666651
108,0.406711111111075
109,0.3061111111111
110,0.135999999999957
111,0
112,0
113,0.0683777777778384
114,0.180022222222195
115,0.197688888888912
116,0.222800000000003
117,0.257022222222232
118,0.306800000000015
119,0.330711111111121
120,0.40577777777783
121,0.776177777777894
122,0.935155555555562
123,0.923422222222193
124,0.639733333333153
125,0.237244444444343
126,0.0771555555555043
127,0.01
128,0.01
129,0.01
130,0.00817777777777503
131,0
132,0.0642666666667202
133,0.200711111111189
134,0.401955555555649
135,0.649511111111205
136,0.843955555555618
137,0.95217777777779
138,0.754385185184857
139,0.371199999999972
140,0.382066666666722
141,0.519555555555587
142,0.396711111111024
143,0.26257777777773
144,0.0764888888887851
145,0.000888888888890645
146,0.01
147,0.0815111111112466
148,0.207355555555509
149,0.221466666666683
150,0.234888888888898
151,0.273688888888912
152,0.312888888888898
153,0.356933333333363
154,0.616622222222462
155,0.868488888888939
156,0.867555555555501
157,0.748177777777715
158,0.579711111111021
159,0.42511111111105
160,0.309999999999974
161,0.24373333333327
162,0.164044444444413
163,0.0454222222221714
164,0
165,0.0408000000000656
166,0.106488888888932
167,0.200911111111206
168,0.478400000000199
169,0.712177777777839
170,0.787555555555584
171,0.863333333333406
172,0.842444444444208
173,0.646311111111197
174,0.774733333333419
175,0.784488888888854
176,0.714111111111021
177,0.122629629629421
