Time_seconds,Data
0,0.5
1,0.528
2,0.698222222222222
3,0.755911111111111
4,0.728
5,0.591733333333333
6,0.515466666666667
7,0.48
8,0.422133333333333
9,0.286844444444444
10,0.1492
11,0.032311111111111
12,0
13,0.00551111111111119
14,0.140977777777779
15,0.312133333333334
16,0.47528888888889
17,0.549955555555556
18,0.589822222222222
19,0.715
20,0.807688888888889
21,0.8558
22,0.911422222222222
23,0.894355555555556
24,0.740355555555557
25,0.463377777777781
26,0.216844444444446
27,0.115422222222222
28,0.114
29,0.111155555555556
30,0.0384000000000015
31,0
32,0.0275999999999977
33,0.239155555555551
34,0.503688888888882
35,0.744266666666662
36,0.908355555555554
37,0.95
38,0.86457777777778
39,0.783555555555556
40,0.771822222222223
41,0.804755555555557
42,0.656444444444452
43,0.369333333333346
44,0.0940888888888944
45,0.0259555555555572
46,0
47,0.0435555555555501
48,0.222711111111099
49,0.400355555555554
50,0.453999999999999
51,0.452577777777774
52,0.513199999999995
53,0.663911111111104
54,0.839155555555547
55,0.952844444444441
56,0.973022222222222
57,0.882266666666675
58,0.596444444444463
59,0.314088888888904
60,0.187822222222222
61,0.160222222222225
62,0.139022222222224
63,0.0767111111111186
64,0.0108888888888914
65,0.013955555555554
66,0.125866666666657
67,0.364622222222204
68,0.645866666666656
69,0.842711111111103
70,0.924355555555555
71,0.907155555555558
72,0.794644444444447
73,0.710888888888889
74,0.686355555555556
75,0.600833333333334
76,0.342133333333332
77,0.118844444444442
78,0.00679999999999952
79,0.0101333333333344
80,0.050888888888889
81,0.118266666666671
82,0.339377777777788
83,0.453066666666668
84,0.43711111111111
85,0.475422222222231
86,0.570844444444448
87,0.678977777777789
88,0.833555555555569
89,0.958977777777784
90,0.838488888888866
91,0.632844444444418
92,0.312666666666638
93,0.187288888888879
94,0.105822222222221
95,0.109111111111111
96,0.0482666666666562
97,0.00591111111110781
98,0.0150222222222314
99,0.157644444444469
100,0.470088888888948
101,0.796666666666696
102,0.847199999999998
103,0.834577777777773
104,0.76515555555554
105,0.693733333333319
106,0.591888888888879
107,0.582422222222216
108,0.516533333333322
109,0.430888888888868
110,0.229155555555503
111,0.0234222222222005
112,0.00417777777777406
113,0
114,0.0860000000000529
115,0.252622222222243
116,0.328977777777783
117,0.348088888888891
118,0.373022222222244
119,0.489111111111157
120,0.592977777777786
121,0.672400000000075
122,0.905200000000062
123,0.922266666666621
124,0.803022222222167
125,0.462711111110985
126,0.186933333333304
127,0.16088888888889
128,0.194088888888897
129,0.165644444444396
130,0.072755555555528
131,0.00693333333332352
132,0.0896888888889645
133,0.371644444444568
134,0.62417777777789
135,0.855911111111186
136,0.936133333333339
137,0.959644444444457
138,0.967111111111089
139,0.904555555555549
140,0.878088888888879
141,0.817599999999957
142,0.626488888888813
143,0.428311111110992
144,0.0985777777776601
145,0
146,0.00177777777778134
147,0.189600000000127
148,0.346133333333401
149,0.469377777777798
150,0.451911111111107
151,0.488088888888912
152,0.514800000000017
153,0.558133333333363
154,0.756400000000143
155,0.952266666666703
156,0.873577777777675
157,0.662977777777669
158,0.369333333333204
159,0.124533333333272
160,0.0938222222222308
161,0.109066666666669
162,0.0758666666666164
163,0.00191111111110669
164,0
165,0.0408444444445372
166,0.281600000000153
167,0.492355555555676
168,0.663111111111132
169,0.695511111111135
170,0.714844444444404
171,0.596711111111094
172,0.574222222222193
173,0.543822222222212
174,0.545244444444447
175,0.484844444444396
176,0.37015555555546
177,0.102622222222068
