Time(sec),Data
0.0,0.5
1.0,0.5
2.0,0.5
3.0,0.5
4.0,0.5
5.0,0.5
6.0,0.5
7.0,0.5
8.0,0.5
9.0,0.5
10.0,0.5
11.0,0.5
12.0,0.5048888888888889
13.0,0.4631111111111108
14.0,0.4552888888888889
15.0,0.4225777777777776
16.0,0.3951999999999999
17.0,0.37511111111111106
18.0,0.37
19.0,0.35762499999999997
20.0,0.36026666666666673
21.0,0.32280000000000003
22.0,0.28946666666666687
23.0,0.28
24.0,0.2887555555555552
25.0,0.45511111111110875
26.0,0.6698666666666647
27.0,0.7781333333333327
28.0,0.8588888888888877
29.0,0.8814222222222221
30.0,0.9092888888888884
31.0,0.910888888888889
32.0,0.91
33.0,0.9099999999999998
34.0,0.9100000000000001
35.0,0.8175333333333383
36.0,0.6075555555555606
37.0,0.460800000000005
38.0,0.38182222222222223
39.0,0.39000000000000007
40.0,0.39
41.0,0.39822222222222103
42.0,0.5035111111111079
43.0,0.5631999999999986
44.0,0.6083111111111099
45.0,0.6447333333333316
46.0,0.67
47.0,0.6810222222222218
48.0,0.6952888888888894
49.0,0.6549777777777803
50.0,0.6329333333333328
51.0,0.6308888888888906
52.0,0.62
53.0,0.6199999999999999
54.0,0.6180888888888892
55.0,0.5635555555555598
56.0,0.4813777777777834
57.0,0.43088888888888965
58.0,0.41999999999999993
59.0,0.3568444444444542
60.0,0.26266666666666894
61.0,0.20026666666667228
62.0,0.12128888888889379
63.0,0.16186666666665583
64.0,0.2643555555555539
65.0,0.38262222222220243
66.0,0.6302444444444332
67.0,0.7325333333333304
68.0,0.8287111111111086
69.0,0.8704888888888873
70.0,0.8911999999999992
71.0,0.861777777777778
72.0,0.8429555555555562
73.0,0.8517555555555562
74.0,0.6652222222222242
75.0,0.45993333333333364
76.0,0.28542222222222174
77.0,0.23259999999999964
78.0,0.21017777777777727
79.0,0.2056444444444456
80.0,0.22000000000000006
81.0,0.23506666666666737
82.0,0.24906666666666685
83.0,0.23346666666666374
84.0,0.1991111111111109
85.0,0.15497777777777458
86.0,0.1371999999999992
87.0,0.13182222222222284
88.0,0.2105777777777931
89.0,0.4372444444444628
90.0,0.5278222222222244
91.0,0.6074444444444662
92.0,0.7016000000000041
93.0,0.7256444444444472
94.0,0.7480888888888898
95.0,0.7570666666666683
96.0,0.7591111111111107
97.0,0.7231111111111062
98.0,0.7029333333333316
99.0,0.6820888888888829
100.0,0.6520444444444394
101.0,0.6159111111111072
102.0,0.61
103.0,0.6091111111111104
104.0,0.6000000000000002
105.0,0.562044444444431
106.0,0.54
107.0,0.54
108.0,0.54
109.0,0.54
110.0,0.54
111.0,0.5361777777777742
112.0,0.53
113.0,0.5300000000000001
114.0,0.5300000000000001
115.0,0.53
116.0,0.53
117.0,0.53
118.0,0.5251111111111056
119.0,0.52
120.0,0.52
121.0,0.52
122.0,0.5200000000000001
123.0,0.5200000000000001
124.0,0.52
125.0,0.5218222222222247
126.0,0.5579555555555632
127.0,0.5919111111111189
128.0,0.6
129.0,0.6000000000000001
130.0,0.6080888888888918
131.0,0.5928444444444402
132.0,0.5851111111111039
133.0,0.58
134.0,0.5709333333333317
135.0,0.57
136.0,0.5539999999999939
137.0,0.5461777777777715
138.0,0.5400000000000001
139.0,0.5323111111110983
140.0,0.52
141.0,0.52
142.0,0.5200000000000001
143.0,0.5200000000000001
144.0,0.52
145.0,0.52
146.0,0.4035999999998754
147.0,0.19368888888878052
148.0,0.0
149.0,0.0
150.0,0.02182222222226551
151.0,0.11702222222223559
152.0,0.13488888888889858
153.0,0.21102222222228684
154.0,0.27977777777780555
155.0,0.3628222222223377
156.0,0.4974666666667033
157.0,0.5538222222222307
158.0,0.6198222222222681
159.0,0.6267555555555407
160.0,0.62
161.0,0.62
162.0,0.6238222222222309
163.0,0.63
164.0,0.63097777777778
165.0,0.5307111111110071
166.0,0.43222222222219026
167.0,0.4067999999999722
168.0,0.32484444444439653
169.0,0.2461777777776998
170.0,0.17608888888889845
171.0,0.13115555555550973
172.0,0.15093333333336015
173.0,0.2939333333334466
174.0,0.44266666666670906
175.0,0.48488888888890147
176.0,0.5212000000000837
177.0,0.713377777777924
178.0,0.8574444444445208
179.0,0.9267111111111294
180.0,0.9457333333333305
181.0,0.7847999999998029
182.0,0.5255555555554775
183.0,0.35017777777765297
184.0,0.24395555555552817
185.0,0.21813333333332224
186.0,0.19911111111109717
187.0,0.1745555555555429
188.0,0.16204444444443308
189.0,0.1471999999999914
190.0,0.14471111111112558
191.0,0.18075555555559933
192.0,0.21693333333330983
193.0,0.14213333333329775
194.0,0.12097777777780772
195.0,0.18
196.0,0.18977777777779606
197.0,0.25711111111121854
198.0,0.5084000000001487
199.0,0.5635555555555681
200.0,0.661422222222282
201.0,0.6800000000000002
202.0,0.7380888888890137
203.0,0.8534222222223253
204.0,0.9393777777778021
205.0,0.9010444444442204
206.0,0.20842222222204254
207.0,0.1978222222223086
208.0,0.23782222222224234
209.0,0.3163111111112461
210.0,0.4408666666667891
211.0,0.5282222222222737
212.0,0.6122000000000672
213.0,0.6935555555556129
214.0,0.7268888888889273
215.0,0.634755555555344
216.0,0.4888444444443752
217.0,0.3695111111108358
218.0,0.18757777777773638
219.0,0.4062222222224181
220.0,0.5949333333334174
221.0,0.63
222.0,0.6508444444444778
223.0,0.6626666666666146
224.0,0.6381777777777703
225.0,0.6223555555555252
226.0,0.5772888888888471
227.0,0.5235111111110594
228.0,0.46728888888878883
229.0,0.4148444444444251
230.0,0.4496666666667076
231.0,0.4610666666666705
232.0,0.4555555555555713
233.0,0.4776888888889208
234.0,0.47724444444439035
235.0,0.37026666666648533
236.0,0.2822444444444546
237.0,0.32000000000000006
238.0,0.3288000000000288
239.0,0.25397777777760633
240.0,0.23457777777786504
241.0,0.22477777777752905
242.0,0.12995555555556398
243.0,0.31108888888935654
244.0,0.44
245.0,0.582444444445061
246.0,0.8485777777778275
247.0,0.8952666666667254
248.0,0.9260000000000175
249.0,0.9336000000000175
250.0,0.979066666666715
251.0,0.9766222222222176
252.0,0.963111111111053
253.0,0.9454666666666441
254.0,0.6731333333328621
255.0,0.4911999999999593
256.0,0.5042222222222494
257.0,0.5009333333333288
258.0,0.5000888888888233
259.0,0.4399555555555129
260.0,0.43
261.0,0.43
262.0,0.42617777777776195
263.0,0.42
264.0,0.4533333333333767
265.0,0.4647555555555629
266.0,0.6486666666666737
267.0,0.6392395061728366
