Time_seconds,Data
0,0.5
0.5,0.5
1,0.522984540967249
1.5,0.621708567926055
2,0.708561240633258
2.5,0.725898575915929
3,0.758660880389307
3.5,0.77
4,0.732670832523646
4.5,0.646635329515646
5,0.588688677834592
5.5,0.549845129420909
6,0.522200834725134
6.5,0.486673739273876
7,0.48
7.5,0.48
8,0.436818901088765
8.5,0.357806490040868
9,0.299059068039299
9.5,0.238554718757862
10,0.163043076694561
10.5,0.0790266105233174
11,0.0387110227752614
11.5,0.00830210578541659
12,0
12.5,0
13,0
13.5,0.0323796750677864
14,0.122848071397505
14.5,0.215955681550766
15,0.298390314002312
15.5,0.379339514971243
16,0.462311801111563
16.5,0.52740713396311
17,0.55
17.5,0.561196770695187
18,0.587054839610891
18.5,0.616149122850214
19,0.70735651090358
19.5,0.776507171787898
20,0.811962075126787
20.5,0.830190765081572
21,0.856815190911187
21.5,0.886596069706756
22,0.913370168479495
22.5,0.92
23,0.897804191873876
23.5,0.826142943864951
24,0.737260148529747
24.5,0.621683487837058
25,0.46389178370953
25.5,0.320944869889472
26,0.211813514068911
26.5,0.144994577034268
27,0.11
27.5,0.11
28,0.113298449138775
28.5,0.12
29,0.114479110547545
29.5,0.0811157585373889
30,0.036443840186955
30.5,0.00513454472341286
31,0
31.5,0
32,0.0164492134317182
32.5,0.121994412099335
33,0.238473051442324
33.5,0.353981659071867
34,0.506251520614497
34.5,0.635539432320151
35,0.739239544401555
35.5,0.847449528610567
36,0.908757575001223
36.5,0.940699482408368
37,0.95
37.5,0.915130824269633
38,0.862975183285309
38.5,0.814957171276242
39,0.78
39.5,0.778431825366555
40,0.77
40.5,0.793888339286852
41,0.813575768323523
41.5,0.747608156257679
42,0.652718476040343
42.5,0.516964068587681
43,0.369896865336331
43.5,0.202610954397962
44,0.0919057403660315
44.5,0.0421800355589249
45,0.0283380320255273
45.5,0.00523347469943644
46,0
46.5,0.00149623543890691
47,0.0414194741072875
47.5,0.110326459927757
48,0.226685604662414
48.5,0.346909503866692
49,0.401509978213356
49.5,0.425229010458906
50,0.461907291533707
50.5,0.443629149898602
51,0.453050114486114
51.5,0.47544337665243
52,0.508960761051708
52.5,0.585553521653421
53,0.663423219845166
53.5,0.748638240677802
54,0.841039176267222
54.5,0.90813251590084
55,0.957981800191897
55.5,0.97
56,0.973990754584278
56.5,0.955475302131407
57,0.883149119638854
57.5,0.754272581608817
58,0.593038515511965
58.5,0.451605349501475
59,0.310509911354547
59.5,0.213665232312657
60,0.18526768555175
60.5,0.188084611853078
61,0.156980552419639
61.5,0.15
62,0.141383272449392
62.5,0.119241788126208
63,0.0817740839650977
63.5,0.0266331624024323
64,0.0113036907635336
64.5,0.0033041568513681
65,0.011530630845209
65.5,0.0470833829680593
66,0.122741718286999
66.5,0.215827669091883
67,0.355820311515902
67.5,0.528013965061111
68,0.645650415906228
68.5,0.744774571434167
69,0.848694294664858
69.5,0.908623406408957
70,0.927078054746961
70.5,0.93
71,0.913447543481881
71.5,0.856767226673703
72,0.794085783362007
72.5,0.73408731109676
73,0.71
73.5,0.71
74,0.686673395071789
74.5,0.661400215802396
75,0.611149985023731
75.5,0.504797224237899
76,0.365133057390065
76.5,0.240977881764497
77,0.136134437283753
77.5,0.0535629078640651
78,0.00653114775769812
78.5,0
79,0
79.5,0.0318741330515901
80,0.05
80.5,0.0571527911579593
81,0.103465099566404
81.5,0.189019172552841
82,0.318584320262358
82.5,0.42010887653788
83,0.453373765000266
83.5,0.453187692314108
84,0.437181461677337
84.5,0.426719426656385
85,0.461869874309544
85.5,0.525046873013167
86,0.566478814793406
86.5,0.596426684314818
87,0.670990254359193
87.5,0.736454115861416
88,0.82001975570658
88.5,0.894356849709124
89,0.952889218243792
89.5,0.964453372129621
90,0.857717531992699
90.5,0.752992324361779
91,0.651092780641528
91.5,0.505271644628682
92,0.336852214714689
92.5,0.231737975380054
93,0.200295396660521
93.5,0.142943185989078
94,0.104701096279259
94.5,0.10704366391845
95,0.11
95.5,0.0958199852686232
96,0.0522658108324472
96.5,0.0229054523682378
97,0.00663239450564027
97.5,0
98,0.00377810541673308
98.5,0.0616695134237893
99,0.145184555967904
99.5,0.248717639681662
100,0.430602619799466
100.5,0.626826999312993
101,0.786599248155844
101.5,0.848582159351286
102,0.85
102.5,0.841417720053043
103,0.84
103.5,0.816975853242109
104,0.772443451897893
104.5,0.733880247836387
105,0.701155108983974
105.5,0.650233289509656
106,0.590396159966952
106.5,0.58
107,0.593613223040645
107.5,0.55590504159213
108,0.52148855034567
108.5,0.485808278483862
109,0.443200586894073
109.5,0.36764426717397
110,0.248765403685622
110.5,0.13718750081141
111,0.0317093225772966
111.5,0.0015104452096615
112,0.00673483248085655
112.5,0
113,0
113.5,0.00835910455154806
114,0.0580564706452834
114.5,0.17093625347367
115,0.247808316969341
115.5,0.290810689515848
116,0.328567762767902
116.5,0.337017448464242
117,0.348567490438897
117.5,0.35
118,0.362658814872995
118.5,0.40835833442923
119,0.476774788905416
119.5,0.554061400145991
120,0.591657704552809
120.5,0.6
121,0.648846092817644
121.5,0.775937634072788
122,0.889602504742875
122.5,0.971640414480668
123,0.932809950538639
123.5,0.872919332615048
124,0.827037041212196
124.5,0.71216165182152
125,0.501570624886864
125.5,0.310942712150977
126,0.188107454172803
126.5,0.161427611961479
127,0.16
127.5,0.16859833708291
128,0.193363934759032
128.5,0.2
129,0.184303492854705
129.5,0.11230264152507
130,0.0802539864088386
130.5,0.0371207327793312
131,0.00804063460647764
131.5,0.00147889383266986
132,0.0668442777756735
132.5,0.181522942431333
133,0.341625562258891
133.5,0.486591375103488
134,0.606224827309392
134.5,0.730580475042601
135,0.843667285176738
135.5,0.915240187849798
136,0.937011738383321
136.5,0.94325661402553
137,0.955298366382731
137.5,0.973503413508623
138,0.98
138.5,0.93724449171989
139,0.90464093944948
139.5,0.896766727301797
140,0.879904381208345
140.5,0.860319364578609
141,0.832708204967367
141.5,0.745798217315527
142,0.64568005798615
142.5,0.549688942117553
143,0.456942237060366
143.5,0.294699077490334
144,0.11573338650552
144.5,0.017033753560617
145,0
145.5,0
146,0
146.5,0.0308044286056464
147,0.16988984277579
147.5,0.277494204373321
148,0.330092977200974
148.5,0.408472380708858
149,0.473365294041398
149.5,0.472992364097718
150,0.451437776294396
150.5,0.457388579384324
151,0.488614329462189
151.5,0.5
152,0.511622005009054
152.5,0.530294464065885
153,0.548587658554961
153.5,0.609576250774944
154,0.736223164982023
154.5,0.865956257321599
155,0.949573866190762
155.5,0.97
156,0.906399157616552
156.5,0.791649322944666
157,0.688887270282175
157.5,0.549944695242844
158,0.390515452694897
158.5,0.258387623102157
159,0.128726181429962
159.5,0.0914365269571455
160,0.0915096589707323
160.5,0.101566376629862
161,0.11
161.5,0.11
