Time(sec),ann9
0.0,0.5
1.0,0.5
2.0,0.5
3.0,0.494
4.0,0.49
5.0,0.49
6.0,0.49
7.0,0.49
8.0,0.49
9.0,0.49
10.0,0.49
11.0,0.4873333333333333
12.0,0.4095555555555553
13.0,0.4095555555555553
14.0,0.4000000000000001
15.0,0.38102222222222215
16.0,0.31293750000000004
17.0,0.31293750000000004
18.0,0.31293750000000004
19.0,0.28
20.0,0.28
21.0,0.28
22.0,0.28
23.0,0.28
24.0,0.3847555555555545
25.0,0.5138666666666643
26.0,0.7334666666666663
27.0,0.74
28.0,0.74
29.0,0.74
30.0,0.7399999999999999
31.0,0.74
32.0,0.74
33.0,0.74
34.0,0.74
35.0,0.5333333333333389
36.0,0.3242666666666719
37.0,0.22328888888888798
38.0,0.301399999999997
39.0,0.301399999999997
40.0,0.301399999999997
41.0,0.4151555555555531
42.0,0.4151555555555531
43.0,0.4166222222222232
44.0,0.4343111111111082
45.0,0.4843555555555546
46.0,0.4843555555555546
47.0,0.4843555555555546
48.0,0.4843555555555546
49.0,0.52
50.0,0.57
51.0,0.5768444444444429
52.0,0.6281777777777773
53.0,0.4681777777777801
54.0,0.4681777777777801
55.0,0.3013333333333389
56.0,0.3013333333333389
57.0,0.3013333333333389
58.0,0.2488888888888945
59.0,0.2488888888888945
60.0,0.13893333333333718
61.0,0.13893333333333718
62.0,0.07373333333333226
63.0,0.2891111111111053
64.0,0.2891111111111053
65.0,0.41768888888887545
66.0,0.41768888888887545
67.0,0.6322222222222129
68.0,0.9299111111111088
69.0,0.9200000000000002
70.0,0.7922222222222234
71.0,0.6258666666666673
72.0,0.5137666666666669
73.0,0.401022222222222
74.0,0.3900000000000001
75.0,0.3214222222222197
76.0,0.3214222222222197
77.0,0.3214222222222197
78.0,0.22448888888888693
79.0,0.22448888888888693
80.0,0.22448888888888693
81.0,0.22448888888888693
82.0,0.22448888888888693
83.0,0.1911999999999992
84.0,0.11
85.0,0.11
86.0,0.11
87.0,0.1660444444444538
88.0,0.3391111111111257
89.0,0.3391111111111257
90.0,0.4611111111111169
91.0,0.4611111111111169
92.0,0.4611111111111169
93.0,0.4611111111111169
94.0,0.5849777777778017
95.0,0.7786666666666806
96.0,0.87
97.0,0.8700000000000001
98.0,0.87
99.0,0.75
100.0,0.75
101.0,0.7500000000000001
102.0,0.7500000000000001
103.0,0.75
104.0,0.75
105.0,0.75
106.0,0.75
107.0,0.75
108.0,0.75
109.0,0.75
110.0,0.75
111.0,0.75
112.0,0.75
113.0,0.75
114.0,0.75
115.0,0.75
116.0,0.7528000000000031
117.0,0.7848444444444593
118.0,0.8
119.0,0.8070666666666698
120.0,0.8299555555555576
121.0,0.84706666666667
122.0,0.8570666666666699
123.0,0.8599999999999999
124.0,0.8600000000000001
125.0,0.86
126.0,0.86
127.0,0.8600000000000001
128.0,0.86
129.0,0.86
130.0,0.86
131.0,0.86
132.0,0.86
133.0,0.86
134.0,0.86
135.0,0.8600000000000001
136.0,0.8600000000000001
137.0,0.86
138.0,0.8599999999999999
139.0,0.86
140.0,0.8599999999999999
141.0,0.86
142.0,0.8054444444443432
143.0,0.5042666666665429
144.0,0.23386666666655384
145.0,0.23386666666655384
146.0,0.003266666666660257
147.0,0.0
148.0,0.08600000000010492
149.0,0.08600000000010492
150.0,0.21493333333338746
151.0,0.21493333333338746
152.0,0.21493333333338746
153.0,0.21493333333338746
154.0,0.3864888888889692
155.0,0.3864888888889692
156.0,0.3864888888889692
157.0,0.6231333333334107
158.0,0.8600000000000001
159.0,0.7895999999999599
160.0,0.8890000000000206
161.0,0.6424888888888403
162.0,0.4981333333332815
163.0,0.3158666666665318
164.0,0.3158666666665318
165.0,0.3158666666665318
166.0,0.3158666666665318
167.0,0.18777777777774773
168.0,0.18777777777774773
169.0,0.14911111111110878
170.0,0.12982222222219594
171.0,0.2023111111112501
172.0,0.2023111111112501
173.0,0.41800000000018606
174.0,0.41800000000018606
175.0,0.6370222222223368
176.0,0.6370222222223368
177.0,0.8102666666667911
178.0,0.971777777777788
179.0,0.8129333333333255
180.0,0.99
181.0,0.871244444444393
182.0,0.5262222222219927
183.0,0.4
184.0,0.4
185.0,0.31937777777772103
186.0,0.2919111111111053
187.0,0.2891111111111081
188.0,0.25386666666665497
189.0,0.25
190.0,0.25
191.0,0.23804444444440556
192.0,0.23804444444440556
193.0,0.23804444444440556
194.0,0.18
195.0,0.2393777777779834
196.0,0.2393777777779834
197.0,0.4488000000001625
198.0,0.4488000000001625
199.0,0.4488000000001625
200.0,0.4488000000001625
201.0,0.7352444444444601
202.0,0.7451111111110952
203.0,0.926577777777906
204.0,0.5285333333331982
205.0,0.4830222222222654
206.0,0.4830222222222654
207.0,0.4830222222222654
208.0,0.4830222222222654
209.0,0.5708888888888921
210.0,0.8097777777779069
211.0,0.924577777777726
212.0,0.7867999999999544
213.0,0.5676444444443095
214.0,0.4451111111109574
215.0,0.4451111111109574
216.0,0.4451111111109574
217.0,0.4451111111109574
218.0,0.4451111111109574
219.0,0.4451111111109574
220.0,0.4451111111109574
221.0,0.4444444444447037
222.0,0.6814222222224109
223.0,0.8661777777777631
224.0,0.85
225.0,0.85
226.0,0.8548888888889079
227.0,0.8600000000000001
228.0,0.8529333333333217
229.0,0.85
230.0,0.7982666666664479
231.0,0.5949333333331892
232.0,0.4855555555553783
233.0,0.37079999999987023
234.0,0.37079999999987023
235.0,0.29742222222212844
236.0,0.29742222222212844
237.0,0.29742222222212844
238.0,0.13191111111110285
239.0,0.13
240.0,0.2409777777781756
241.0,0.2409777777781756
242.0,0.2409777777781756
243.0,0.5896888888892358
244.0,0.880311111111304
245.0,0.880311111111304
246.0,0.880311111111304
247.0,0.9500000000000002
248.0,0.9508888888888932
249.0,0.99
250.0,0.99
251.0,0.8689777777775615
252.0,0.6083555555551657
253.0,0.6083555555551657
254.0,0.34062222222208594
255.0,0.34062222222208594
256.0,0.34062222222208594
257.0,0.34062222222208594
258.0,0.34062222222208594
259.0,0.34062222222208594
260.0,0.2799777777780617
261.0,0.5195999999999978
262.0,0.5200888888889359
263.0,0.5928444444445069
264.0,0.6744888888889483
265.0,0.7764888888889455
266.0,0.8299999999999996
