Time(sec),ann1
0.0,0.5
1.0,0.5
2.0,0.5
3.0,0.5
4.0,0.5
5.0,0.5
6.0,0.5
7.0,0.5
8.0,0.5
9.0,0.5
10.0,0.4629777777777773
11.0,0.4400000000000001
12.0,0.4169777777777774
13.0,0.4169777777777774
14.0,0.3620444444444442
15.0,0.3620444444444442
16.0,0.3620444444444442
17.0,0.3260444444444441
18.0,0.3260444444444441
19.0,0.28
20.0,0.28
21.0,0.28
22.0,0.10893333333333358
23.0,0.09
24.0,0.2192622222222172
25.0,0.7769333333333339
26.0,0.7769333333333339
27.0,0.9099777777777751
28.0,0.9099777777777751
29.0,0.9099777777777751
30.0,0.9099777777777751
31.0,0.96
32.0,0.9835555555555551
33.0,0.99
34.0,0.9328592592592568
35.0,0.97
36.0,0.14099259259260705
37.0,0.04915555555555171
38.0,0.16299999999999484
39.0,0.2215999999999968
40.0,0.3790444444444395
41.0,0.3790444444444395
42.0,0.3790444444444395
43.0,0.3790444444444395
44.0,0.3790444444444395
45.0,0.5443111111111085
46.0,0.5443111111111085
47.0,0.7063111111111102
48.0,0.72
49.0,0.7199999999999999
50.0,0.7199999999999999
51.0,0.5332444444444515
52.0,0.4253777777777833
53.0,0.4253777777777833
54.0,0.4253777777777833
55.0,0.2942666666666719
56.0,0.2942666666666719
57.0,0.2942666666666719
58.0,0.246000000000001
59.0,0.233955555555557
60.0,0.0
61.0,0.0
62.0,0.001399999999999585
63.0,0.17422222222220846
64.0,0.17422222222220846
65.0,0.17422222222220846
66.0,0.7671333333333079
67.0,0.7671333333333079
68.0,0.7671333333333079
69.0,0.973866666666666
70.0,0.8904888888888909
71.0,0.8690666666666668
72.0,0.7023166666666669
73.0,0.5835999999999995
74.0,0.3769555555555534
75.0,0.3769555555555534
76.0,0.25394074074073714
77.0,0.25394074074073714
78.0,0.25394074074073714
79.0,0.25394074074073714
80.0,0.25394074074073714
81.0,0.25394074074073714
82.0,0.0
83.0,0.0
84.0,0.02222222222222399
85.0,0.016311111111106495
86.0,0.1343111111111285
87.0,0.1343111111111285
88.0,0.3260888888889104
89.0,0.3260888888889104
90.0,0.5378222222222427
91.0,0.5378222222222427
92.0,0.5378222222222427
93.0,0.5378222222222427
94.0,0.8407555555555873
95.0,0.9510222222222358
96.0,0.99
97.0,0.9900000000000002
98.0,0.9200000000000002
99.0,0.9200000000000002
100.0,0.9200000000000002
101.0,0.9200000000000002
102.0,0.9200000000000002
103.0,0.9290666666666672
104.0,0.9300000000000002
105.0,0.93
106.0,0.93
107.0,0.9507555555555666
108.0,0.97
109.0,0.97
110.0,0.97
111.0,0.97
112.0,0.9700000000000002
113.0,0.9451111111111058
114.0,0.8878222222222032
115.0,0.87
116.0,0.87
117.0,0.87
118.0,0.87
119.0,0.8700000000000001
120.0,0.8700000000000001
121.0,0.87
122.0,0.87
123.0,0.87
124.0,0.87
125.0,0.87
126.0,0.87
127.0,0.87
128.0,0.8738222222222273
129.0,0.88
130.0,0.8800000000000001
131.0,0.88
132.0,0.88
133.0,0.88
134.0,0.88
135.0,0.88
136.0,0.88
137.0,0.88
138.0,0.888088888888892
139.0,0.8900000000000001
140.0,0.89
141.0,0.89
142.0,0.89
143.0,0.500711111110583
144.0,0.500711111110583
145.0,0.0
146.0,0.0
147.0,0.0
148.0,0.048888888888978535
149.0,0.048888888888978535
150.0,0.21106666666672846
151.0,0.21106666666672846
152.0,0.21106666666672846
153.0,0.2949777777778042
154.0,0.2949777777778042
155.0,0.4653333333334702
156.0,0.6184444444444785
157.0,0.9900000000000002
158.0,0.9118222222222222
159.0,0.99
160.0,0.5291111111108103
161.0,0.41
162.0,0.4100000000000001
163.0,0.4100000000000001
164.0,0.2888444444443256
165.0,0.2888444444443256
166.0,0.2888444444443256
167.0,0.2888444444443256
168.0,0.025477777777742145
169.0,0.019600000000042972
170.0,0.1199333333334394
171.0,0.2317333333333986
172.0,0.3570000000001544
173.0,0.3570000000001544
174.0,0.3570000000001544
175.0,0.8496444444446432
176.0,0.99
177.0,0.98
178.0,0.7797333333332588
179.0,0.6648444444443475
180.0,0.4837333333332166
181.0,0.4837333333332166
182.0,0.3316888888887656
183.0,0.3316888888887656
184.0,0.3316888888887656
185.0,0.3316888888887656
186.0,0.3316888888887656
187.0,0.22226666666662792
188.0,0.22226666666662792
189.0,0.12
190.0,0.13786666666672118
191.0,0.2187555555556985
192.0,0.2187555555556985
193.0,0.2187555555556985
194.0,0.149044444444397
195.0,0.16622222222233696
196.0,0.19746666666656013
197.0,0.4426222222226277
198.0,0.4426222222226277
199.0,0.4426222222226277
200.0,0.4426222222226277
201.0,0.9318222222222284
202.0,0.9808888888888984
203.0,0.99
204.0,0.6058666666664523
205.0,0.3937777777777113
206.0,0.3937777777777113
207.0,0.3937777777777113
208.0,0.5183777777780104
209.0,0.6813777777779971
210.0,0.9900000000000002
211.0,0.99
212.0,0.7021555555549811
213.0,0.4097777777776465
214.0,0.4097777777776465
215.0,0.2414888888886833
216.0,0.2414888888886833
217.0,0.2414888888886833
218.0,0.4834000000003391
219.0,0.4834000000003391
220.0,0.4834000000003391
221.0,0.4834000000003391
222.0,0.4834000000003391
223.0,0.7432888888890204
224.0,0.8080888888888963
225.0,0.8261333333333482
226.0,0.83
227.0,0.8913333333334835
228.0,0.96
229.0,0.9600000000000002
230.0,0.96
231.0,0.96
232.0,0.97
233.0,0.9700000000000002
234.0,0.9288444444442652
235.0,0.6585481481478349
236.0,0.3009333333333292
237.0,0.3009333333333292
238.0,0.3009333333333292
239.0,0.23297777777759496
240.0,0.23297777777759496
241.0,0.037066666666679286
242.0,0.31915555555586844
243.0,0.7128888888897768
244.0,0.7128888888897768
245.0,0.99
246.0,0.9900000000000002
247.0,0.99
248.0,0.99
249.0,0.99
250.0,0.99
251.0,0.9397777777775388
252.0,0.6811555555553086
253.0,0.4958666666664077
254.0,0.32711111111088303
255.0,0.32711111111088303
256.0,0.32711111111088303
257.0,0.11293333333319786
258.0,0.2331555555555805
259.0,0.3441333333334404
260.0,0.3980888888890048
261.0,0.3980888888890048
262.0,0.4900000000000001
263.0,0.4900000000000001
264.0,0.4900000000000001
265.0,0.4900000000000001
266.0,0.6399999999999999
