Time(sec),ann2
0.0,0.5
1.0,0.5
2.0,0.5
3.0,0.5
4.0,0.5
5.0,0.5
6.0,0.5
7.0,0.5
8.0,0.5
9.0,0.5
10.0,0.5
11.0,0.5
12.0,0.4504444444444435
13.0,0.4504444444444435
14.0,0.4504444444444435
15.0,0.4504444444444435
16.0,0.2681777777777775
17.0,0.2681777777777775
18.0,0.2681777777777775
19.0,0.2681777777777775
20.0,0.2319111111111111
21.0,0.23
22.0,0.21
23.0,0.11
24.0,0.2849111111111067
25.0,0.6397777777777756
26.0,0.7736444444444435
27.0,0.83
28.0,0.83
29.0,0.83
30.0,0.8399999999999999
31.0,0.84
32.0,0.84
33.0,0.84
34.0,0.7948222222222253
35.0,0.488444444444448
36.0,0.4037333333333367
37.0,0.2800000000000001
38.0,0.28
39.0,0.28
40.0,0.28284444444444395
41.0,0.3655999999999934
42.0,0.3655999999999934
43.0,0.3655999999999934
44.0,0.4921777777777764
45.0,0.4921777777777764
46.0,0.4921777777777764
47.0,0.4921777777777764
48.0,0.5
49.0,0.5
50.0,0.5
51.0,0.5
52.0,0.4679111111111171
53.0,0.4679111111111171
54.0,0.34835555555556186
55.0,0.34835555555556186
56.0,0.34835555555556186
57.0,0.2512888888888932
58.0,0.2512888888888932
59.0,0.20795555555556
60.0,0.04833333333333812
61.0,0.0
62.0,0.07226666666666165
63.0,0.28271111111110697
64.0,0.28271111111110697
65.0,0.3841777777777686
66.0,0.5641777777777708
67.0,0.5641777777777708
68.0,0.7014666666666636
69.0,0.7014666666666636
70.0,0.619066666666669
71.0,0.5655555555555584
72.0,0.4955111111111116
73.0,0.4665777777777783
74.0,0.3717111111111122
75.0,0.3717111111111122
76.0,0.2970000000000001
77.0,0.2970000000000001
78.0,0.2970000000000001
79.0,0.20911111111111053
80.0,0.12346666666666604
81.0,0.025333333333331917
82.0,0.0
83.0,0.0
84.0,0.0
85.0,0.0
86.0,0.11311111111113632
87.0,0.30802222222223563
88.0,0.30802222222223563
89.0,0.4403555555555679
90.0,0.4403555555555679
91.0,0.4403555555555679
92.0,0.4403555555555679
93.0,0.4403555555555679
94.0,0.4403555555555679
95.0,0.5448888888889003
96.0,0.6440000000000071
97.0,0.7036666666666707
98.0,0.7540444444444516
99.0,0.7718222222222234
100.0,0.78
101.0,0.7800000000000001
102.0,0.78
103.0,0.7800000000000004
104.0,0.77
105.0,0.7699999999999999
106.0,0.7699999999999999
107.0,0.77
108.0,0.7700000000000001
109.0,0.7700000000000001
110.0,0.7700000000000002
111.0,0.7700000000000001
112.0,0.77
113.0,0.77
114.0,0.77
115.0,0.77
116.0,0.77
117.0,0.77
118.0,0.7700000000000001
119.0,0.7700000000000002
120.0,0.7700000000000002
121.0,0.7671999999999962
122.0,0.7599999999999999
123.0,0.7600000000000001
124.0,0.76
125.0,0.7600000000000001
126.0,0.7600000000000001
127.0,0.7600000000000002
128.0,0.76
129.0,0.76
130.0,0.7600000000000001
131.0,0.76
132.0,0.7599999999999999
133.0,0.76
134.0,0.7599999999999999
135.0,0.7600000000000002
136.0,0.7600000000000001
137.0,0.76
138.0,0.76
139.0,0.76
140.0,0.7600000000000001
141.0,0.76
142.0,0.7267555555554923
143.0,0.43964444444431977
144.0,0.43964444444431977
145.0,0.0715999999998826
146.0,0.0715999999998826
147.0,0.0
148.0,0.0
149.0,0.0254222222222744
150.0,0.1820444444445081
151.0,0.1820444444445081
152.0,0.3021333333333899
153.0,0.3021333333333899
154.0,0.3021333333333899
155.0,0.4089555555555988
156.0,0.4089555555555988
157.0,0.4723111111111274
158.0,0.5478666666666917
159.0,0.5849333333333012
160.0,0.57
161.0,0.4654222222221842
162.0,0.3641333333332972
163.0,0.3641333333332972
164.0,0.3285999999999875
165.0,0.2860444444444213
166.0,0.2860444444444213
167.0,0.18479999999988786
168.0,0.18479999999988786
169.0,0.03162222222218522
170.0,0.08800000000007557
171.0,0.19662222222227396
172.0,0.3010222222222982
173.0,0.4136888888889291
174.0,0.4900000000000369
175.0,0.5432888888889248
176.0,0.6476444444443601
177.0,0.6476444444443601
178.0,0.6476444444443601
179.0,0.6476444444443601
180.0,0.4637111111110157
181.0,0.4637111111110157
182.0,0.35666666666661784
183.0,0.35666666666661784
184.0,0.3042666666666121
185.0,0.2463999999999892
186.0,0.1883555555555284
187.0,0.13775555555551036
188.0,0.06911111111108621
189.0,0.03
190.0,0.0
191.0,0.0
192.0,0.0
193.0,0.0
194.0,0.11313333333354975
195.0,0.11313333333354975
196.0,0.3137333333334664
197.0,0.3137333333334664
198.0,0.5177333333335236
199.0,0.5177333333335236
200.0,0.5177333333335236
201.0,0.5177333333335236
202.0,0.7600000000000001
203.0,0.9050222222222932
204.0,0.6732222222219916
205.0,0.3890222222221392
206.0,0.3844888888889325
207.0,0.3844888888889325
208.0,0.49262222222234203
209.0,0.49262222222234203
210.0,0.6603111111112573
211.0,0.9017777777778192
212.0,0.5943555555553771
213.0,0.43862222222209535
214.0,0.43862222222209535
215.0,0.27466666666654954
216.0,0.2696888888893461
217.0,0.2696888888893461
218.0,0.5533111111112634
219.0,0.5533111111112634
220.0,0.5533111111112634
221.0,0.5533111111112634
222.0,0.5533111111112634
223.0,0.6600000000000001
224.0,0.66
225.0,0.6600000000000001
226.0,0.66
227.0,0.6600000000000003
228.0,0.6600000000000003
229.0,0.6600000000000003
230.0,0.6628000000000118
231.0,0.67
232.0,0.6738222222222382
233.0,0.68
234.0,0.6024222222220122
235.0,0.4883999999999509
236.0,0.4100444444443783
237.0,0.3700444444444029
238.0,0.3268888888888053
239.0,0.2437777777777609
240.0,0.2437777777777609
241.0,0.2437777777777609
242.0,0.3246222222225312
243.0,0.5918222222225287
244.0,0.8349777777779812
245.0,0.8349777777779812
246.0,0.8349777777779812
247.0,0.8349777777779812
248.0,0.99
249.0,0.9900000000000002
250.0,0.99
251.0,0.9257777777774864
252.0,0.6873333333331846
253.0,0.5299777777776055
254.0,0.39
255.0,0.3900000000000001
256.0,0.39
257.0,0.39
258.0,0.39
259.0,0.39
260.0,0.3908888888888931
261.0,0.4322222222223605
262.0,0.4322222222223605
263.0,0.4322222222223605
264.0,0.5996888888890655
265.0,0.7058222222223559
266.0,0.7899999999999999
