Time_seconds,Data
0,0.52
0.5,0.56
1,0.58
1.5,0.56
2,0.64
2.5,0.76
3,0.76
3.5,0.74
4,0.77
4.5,0.78
5,0.78
5.5,0.78
6,0.75
6.5,0.75
7,0.74
7.5,0.74
8,0.74
8.5,0.74
9,0.74
9.5,0.74
10,0.68
10.5,0.57
11,0.49
11.5,0.42
12,0.38
12.5,0.3
13,0.26
13.5,0.25
14,0.24
14.5,0.24
15,0.25
15.5,0.23
16,0.22
16.5,0.2
17,0.19
17.5,0.17
18,0.16
18.5,0.14
19,0.13
19.5,0.12
20,0.1
20.5,0.1
21,0.08
21.5,0.08
22,0.08
22.5,0.08
23,0.3575
23.5,0.69
24,0.89
24.5,0.95
25,0.95
25.5,0.97
26,0.98
26.5,0.98
27,0.98
27.5,0.97
28,0.97
28.5,0.97
29,0.97
29.5,0.97
30,0.97
30.5,0.97
31,0.97
31.5,0.96
32,0.96
32.5,0.96
33,0.96
33.5,0.92
34,0.83
34.5,0.7
35,0.58
35.5,0.42
36,0.25
36.5,0.07
37,0.02
37.5,0.05
38,0.11
38.5,0.15
39,0.16
39.5,0.18
40,0.2
40.5,0.2
41,0.22
41.5,0.25
42,0.26
42.5,0.29
43,0.375
43.5,0.45
44,0.52
44.5,0.52
45,0.58
45.5,0.59
46,0.6
46.5,0.6
47,0.61
47.5,0.61
48,0.61
48.5,0.61
49,0.62
49.5,0.63
50,0.63
50.5,0.63
51,0.63
51.5,0.58
52,0.52
52.5,0.45
53,0.41
53.5,0.38
54,0.34
54.5,0.28
55,0.19
55.5,0.13
56,0.12
56.5,0.1
57,0.07
57.5,0.06
58,0.05
58.5,0.04
59,0.02
59.5,0
60,0.01
60.5,0.01
61,0.01
61.5,0.01
62,0.07
62.5,0.12
63,0.23
63.5,0.31
64,0.37
64.5,0.47
65,0.56
65.5,0.66
66,0.79
66.5,0.88
67,0.92
67.5,0.94
68,0.98
68.5,0.87
69,0.86
69.5,0.83
70,0.81
70.5,0.81
71,0.78
71.5,0.76
72,0.74
72.5,0.69
73,0.67
73.5,0.66
74,0.61
74.5,0.56
75,0.51
75.5,0.45
76,0.4
76.5,0.38
77,0.31
77.5,0.31
78,0.26
78.5,0.22
79,0.2
79.5,0.21
80,0.18
80.5,0.16
81,0.13
81.5,0.13
82,0.13
82.5,0.13
83,0.12
83.5,0.11
84,0.09
84.5,0.07
85,0.05
85.5,0.05
86,0.03
86.5,0.03
87,0.16
87.5,0.29
88,0.43
88.5,0.47
89,0.52
89.5,0.62
90,0.67
90.5,0.68
91,0.68
91.5,0.69
92,0.7
92.5,0.7
93,0.7
93.5,0.7
94,0.71
94.5,0.71
95,0.71
95.5,0.7
96,0.73
96.5,0.74
97,0.74
97.5,0.74
98,0.74
98.5,0.77
99,0.8
99.5,0.81
100,0.83
100.5,0.84
101,0.84
101.5,0.83
102,0.83
102.5,0.84
103,0.84
103.5,0.8
104,0.8
104.5,0.8
105,0.79
105.5,0.79
106,0.79
106.5,0.77
107,0.76
107.5,0.79
108,0.8
108.5,0.8
109,0.79
109.5,0.79
110,0.79
110.5,0.79
111,0.79
111.5,0.79
112,0.78
112.5,0.77
113,0.75
113.5,0.75
114,0.75
114.5,0.75
115,0.75
115.5,0.75
116,0.75
116.5,0.75
117,0.79
117.5,0.8
118,0.81
118.5,0.81
119,0.82
119.5,0.83
120,0.81
120.5,0.79
121,0.79
121.5,0.79
122,0.79
122.5,0.79
123,0.79
123.5,0.78
124,0.79
124.5,0.8
125,0.82
125.5,0.82
126,0.82
126.5,0.82
127,0.82
127.5,0.82
128,0.82
128.5,0.82
129,0.82
129.5,0.8
130,0.82
130.5,0.81
131,0.81
131.5,0.81
132,0.82
132.5,0.82
133,0.82
133.5,0.82
134,0.82
134.5,0.83
135,0.81
135.5,0.81
136,0.8
136.5,0.82
137,0.82
137.5,0.82
138,0.82
138.5,0.8
139,0.8
139.5,0.8
140,0.82
140.5,0.79
141,0.77
141.5,0.78
142,0.79
142.5,0.84
143,0.86
143.5,0.74
144,0.46
144.5,0.25
145,0.07
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0.03
150,0.05
150.5,0.07
151,0.08
151.5,0.08
152,0.1
152.5,0.1
153,0.14
153.5,0.23
154,0.3
154.5,0.37
155,0.43
155.5,0.49
156,0.53
156.5,0.61
157,0.65
157.5,0.68
158,0.7
158.5,0.74
159,0.75
159.5,0.76
160,0.79
160.5,0.71
161,0.66
161.5,0.6
162,0.54
162.5,0.49
163,0.48
163.5,0.47
164,0.39
164.5,0.34
165,0.31
165.5,0.28
166,0.24
166.5,0.22
167,0.2
167.5,0.17
168,0.12
168.5,0.1
169,0.09
169.5,0.085
170,0.06
170.5,0.11
171,0.2
171.5,0.29
172,0.34
172.5,0.42
173,0.48
173.5,0.5
174,0.55
174.5,0.7
175,0.84
175.5,0.88
176,0.93
176.5,0.98
177,0.99
177.5,0.915
178,0.85
178.5,0.83
179,0.82
179.5,0.79
180,0.76
180.5,0.75
181,0.67
181.5,0.61
182,0.56
182.5,0.52
183,0.48
183.5,0.46
184,0.42
184.5,0.37
185,0.35
185.5,0.31
186,0.3
186.5,0.26
187,0.25
187.5,0.23
188,0.18
188.5,0.18
189,0.17
189.5,0.14
190,0.13
190.5,0.11
191,0.08
191.5,0.05
192,0.11
192.5,0.11
193,0.07
193.5,0.06
194,0.05
194.5,0.05
195,0.05
195.5,0.18
196,0.31
196.5,0.38
197,0.41
197.5,0.47
198,0.59
198.5,0.69
199,0.78
199.5,0.82
200,0.84
200.5,0.84
201,0.91
201.5,0.98
202,0.99
202.5,0.99
203,0.99
203.5,0.92
204,0.86
204.5,0.76
205,0.69
205.5,0.63
206,0.65
206.5,0.73
207,0.79
207.5,0.81
208,0.84
208.5,0.87
209,0.91
209.5,0.96
210,0.97
210.5,0.97
211,0.96
211.5,0.96
212,0.95
212.5,0.91
213,0.9
213.5,0.87
214,0.84
214.5,0.8
215,0.73
215.5,0.71
216,0.66
216.5,0.57
217,0.76
217.5,0.82
218,0.83
218.5,0.83
219,0.79
219.5,0.78
220,0.75
220.5,0.73
221,0.71
221.5,0.71
222,0.72
222.5,0.72
223,0.72
223.5,0.72
224,0.72
224.5,0.73
225,0.74
225.5,0.74
226,0.73
226.5,0.72
227,0.72
227.5,0.72
228,0.73
228.5,0.72
229,0.69
229.5,0.69
230,0.67
230.5,0.64
231,0.63
231.5,0.62
232,0.6
232.5,0.58
233,0.56
233.5,0.56
234,0.54
234.5,0.54
235,0.54
235.5,0.52
236,0.5
236.5,0.445
237,0.41
237.5,0.37
238,0.36
238.5,0.34
239,0.34
239.5,0.3
240,0.29
240.5,0.34
241,0.33
241.5,0.33
242,0.43
242.5,0.5
243,0.6
243.5,0.73
244,0.85
244.5,0.92
245,0.96
245.5,0.97
246,0.98
246.5,0.98
247,0.99
247.5,0.99
248,0.99
248.5,0.97
249,0.96
249.5,0.96
250,0.96
250.5,0.97
251,0.97
251.5,0.97
252,0.97
252.5,0.9
253,0.87
253.5,0.84
254,0.77
254.5,0.7
255,0.62
255.5,0.56
256,0.44
256.5,0.39
257,0.35
257.5,0.4
258,0.4
258.5,0.4
259,0.38
259.5,0.38
260,0.38
260.5,0.38
261,0.41
261.5,0.45
262,0.45
262.5,0.45
263,0.46
263.5,0.475
264,0.54
264.5,0.56
