Time_seconds,Data
0,0.5
0.5,0.5
1,0.5
1.5,0.5
2,0.5
2.5,0.5
3,0.5
3.5,0.5
4,0.5
4.5,0.5
5,0.5
5.5,0.5
6,0.5
6.5,0.5
7,0.5
7.5,0.5
8,0.5
8.5,0.5
9,0.5
9.5,0.5
10,0.5
10.5,0.5
11,0.5
11.5,0.44
12,0.44
12.5,0.44
13,0.44
13.5,0.4
14,0.38
14.5,0.35
15,0.35
15.5,0.32
16,0.28
16.5,0.28
17,0.28
17.5,0.28
18,0.215
18.5,0.18
19,0.13
19.5,0.09
20,0.09
20.5,0.09
21,0.09
21.5,0.09
22,0.09
22.5,0.09
23,0.09
23.5,0.368
24,0.8
24.5,0.76
25,0.84
25.5,0.96
26,0.96
26.5,0.96
27,0.96
27.5,0.96
28,0.98
28.5,0.99
29,0.99
29.5,0.99
30,0.99
30.5,0.99
31,0.99
31.5,0.99
32,0.88
32.5,0.95
33,0.97
33.5,0.97
34,0.97
34.5,0.97
35,0.97
35.5,0.97
36,0.24
36.5,0.04
37,0.02
37.5,0.02
38,0.02
38.5,0.09
39,0.11
39.5,0.2
40,0.2
40.5,0.24
41,0.35
41.5,0.39
42,0.54
42.5,0.56
43,0.62
43.5,0.67
44,0.7
44.5,0.71
45,0.71
45.5,0.72
46,0.72
46.5,0.72
47,0.72
47.5,0.72
48,0.72
48.5,0.72
49,0.72
49.5,0.72
50,0.72
50.5,0.72
51,0.72
51.5,0.66
52,0.57
52.5,0.51
53,0.45
53.5,0.4
54,0.31
54.5,0.27
55,0.25
55.5,0.24
56,0.24
56.5,0.23
57,0.19
57.5,0.01
58,0
58.5,0
59,0
59.5,0
60,0
60.5,0
61,0
61.5,0
62,0
62.5,0
63,0.03
63.5,0.04
64,0.11
64.5,0.23
65,0.6375
65.5,0.88
66,0.92
66.5,0.97
67,0.97
67.5,0.98
68,0.99
68.5,0.99
69,0.91
69.5,0.87
70,0.87
70.5,0.87
71,0.87
71.5,0.87
72,0.84
72.5,0.82
73,0.74
73.5,0.67
74,0.61
74.5,0.59
75,0.46
75.5,0.335
76,0.31
76.5,0.23
77,0.09
77.5,0.03
78,0
78.5,0
79,0
79.5,0
80,0
80.5,0
81,0
81.5,0
82,0
82.5,0.03
83,0.03
83.5,0.09
84,0.06
84.5,0
85,0
85.5,0
86,0.06
86.5,0.16
87,0.25
87.5,0.37
88,0.47
88.5,0.57
89,0.71
89.5,0.92
90,0.92
90.5,0.99
91,0.99
91.5,0.99
92,0.99
92.5,0.99
93,0.99
93.5,0.99
94,0.99
94.5,0.99
95,0.99
95.5,0.92
96,0.92
96.5,0.92
97,0.92
97.5,0.92
98,0.93
98.5,0.93
99,0.93
99.5,0.93
100,0.93
100.5,0.93
101,0.93
101.5,0.93
102,0.93
102.5,0.96
103,0.97
103.5,0.97
104,0.97
104.5,0.97
105,0.97
105.5,0.97
106,0.97
106.5,0.97
107,0.97
107.5,0.97
108,0.97
108.5,0.97
109,0.97
109.5,0.97
110,0.97
110.5,0.97
111,0.97
111.5,0.97
112,0.97
112.5,0.97
113,0.97
113.5,0.97
114,0.95
114.5,0.94
115,0.92
115.5,0.87
116,0.87
116.5,0.87
117,0.87
117.5,0.87
118,0.87
118.5,0.87
119,0.87
119.5,0.87
120,0.87
120.5,0.87
121,0.87
121.5,0.87
122,0.87
122.5,0.87
123,0.87
123.5,0.88
124,0.88
124.5,0.88
125,0.88
125.5,0.88
126,0.88
126.5,0.88
127,0.88
127.5,0.88
128,0.88
128.5,0.88
129,0.88
129.5,0.88
130,0.88
130.5,0.88
131,0.88
131.5,0.88
132,0.88
132.5,0.88
133,0.88
133.5,0.88
134,0.88
134.5,0.89
135,0.89
135.5,0.89
136,0.89
136.5,0.89
137,0.89
137.5,0.89
138,0.89
138.5,0.89
139,0.89
139.5,0.89
140,0.89
140.5,0.89
141,0.89
141.5,0.89
142,0.89
142.5,0.89
143,0.89
143.5,0.89
144,0.82
144.5,0.33
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0.07
150,0.17
150.5,0.23
151,0.28
151.5,0.3
152,0.37
152.5,0.51
153,0.6
153.5,0.63
154,0.99
154.5,0.99
155,0.99
155.5,0.99
156,0.99
156.5,0.99
157,0.91
157.5,0.91
158,0.976666666666667
158.5,0.99
159,0.99
159.5,0.99
160,0.99
160.5,0.84
161,0.82
161.5,0.38
162,0.41
162.5,0.41
163,0.41
163.5,0.41
164,0.34
164.5,0.305
165,0.12
165.5,0.04
166,0.04
166.5,0.0075
167,0
167.5,0
168,0
168.5,0.04
169,0.04
169.5,0.04
170,0.06
170.5,0.15
171,0.2
171.5,0.25
172,0.29
172.5,0.32
173,0.75
173.5,0.92
174,0.99
174.5,0.99
175,0.99
175.5,0.99
176,0.99
176.5,0.99
177,0.98
177.5,0.98
178,0.98
178.5,0.95
179,0.84
179.5,0.76
180,0.71
180.5,0.64
181,0.54
181.5,0.45
182,0.39
182.5,0.29
183,0.25
183.5,0.22
184,0.13
184.5,0.12
185,0.12
185.5,0.12
186,0.12
186.5,0.12
187,0.12
187.5,0.15
188,0.21
188.5,0.13
189,0.13
189.5,0.26
190,0.31
190.5,0.27
191,0.17
191.5,0.13
192,0.13
192.5,0.13
193,0.13
193.5,0.2
194,0.23
194.5,0.21
195,0.07
195.5,0.07
196,0.28
196.5,0.48
197,0.76
197.5,0.93
198,0.93
198.5,0.93
199,0.94
199.5,0.97
200,0.98
200.5,0.98
201,0.99
201.5,0.99
202,0.99
202.5,0.99
203,0.99
203.5,0.9
204,0.7
204.5,0.56
205,0.43
205.5,0.38
206,0.4
206.5,0.58
207,0.62
207.5,0.69
208,0.91
208.5,0.99
209,0.99
209.5,0.99
210,0.99
210.5,0.99
211,0.99
211.5,0.99
212,0.99
212.5,0.99
213,0.92
213.5,0.55
214,0.46
214.5,0.39
215,0.31
215.5,0.24
216,0
216.5,0.23
217,0.36
217.5,0.545
218,0.7
218.5,0.77
219,0.8
219.5,0.81
220,0.82
220.5,0.83
221,0.83
221.5,0.83
222,0.83
222.5,0.93
223,0.96
223.5,0.96
224,0.96
224.5,0.96
225,0.96
225.5,0.96
226,0.96
226.5,0.96
227,0.96
227.5,0.96
228,0.96
228.5,0.96
229,0.96
229.5,0.96
230,0.97
230.5,0.97
231,0.97
231.5,0.97
232,0.97
232.5,0.97
233,0.97
233.5,0.97
234,0.97
234.5,0.97
235,0.97
235.5,0.92
236,0.73
236.5,0.68
237,0.3
237.5,0.3
238,0.3
238.5,0.21
239,0.125
239.5,0.06
240,0.03
240.5,0.04
241,0.04
241.5,0.16
242,0.22
242.5,0.34
243,0.49
243.5,0.96
244,0.99
244.5,0.99
245,0.99
245.5,0.99
246,0.99
246.5,0.99
247,0.99
