Time_seconds,Data
0,0.5
1,0.5
2,0.5
3,0.5
4,0.5
5,0.5
6,0.5
7,0.5
8,0.5
9,0.5
10,0.5
11,0.5
12,0.5
13,0.5
14,0.450444444444444
15,0.268177777777778
16,0.231911111111111
17,0.23
18,0.23
19,0.171688888888889
20,0.21
21,0.138000000000001
22,0.11
23,0.11
24,0.284911111111107
25,0.639777777777776
26,0.773644444444443
27,0.814155555555555
28,0.83
29,0.83
30,0.83
31,0.83
32,0.84
33,0.84
34,0.794822222222225
35,0.655333333333339
36,0.488444444444448
37,0.403733333333337
38,0.300133333333336
39,0.28
40,0.28
41,0.28
42,0.282844444444444
43,0.365599999999993
44,0.492177777777776
45,0.5
46,0.5
47,0.5
48,0.5
49,0.5
50,0.5
51,0.5
52,0.5
53,0.5
54,0.467911111111117
55,0.348355555555562
56,0.251288888888893
57,0.20795555555556
58,0.117977777777783
59,0.0483333333333381
60,0
61,0
62,0.0111777777777746
63,0.0722666666666616
64,0.159555555555547
65,0.282711111111107
66,0.384177777777769
67,0.564177777777771
68,0.701466666666664
69,0.619066666666669
70,0.565555555555558
71,0.495511111111112
72,0.466577777777778
73,0.371711111111112
74,0.297
75,0.209111111111111
76,0.123466666666666
77,0.0783555555555549
78,0.0253333333333319
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0.113111111111136
89,0.308022222222236
90,0.440355555555568
91,0.5448888888889
92,0.644000000000007
93,0.703666666666671
94,0.754044444444452
95,0.771822222222223
96,0.78
97,0.78
98,0.78
99,0.78
100,0.78
101,0.78
102,0.78
103,0.78
104,0.773999999999997
105,0.77
106,0.77
107,0.77
108,0.77
109,0.77
110,0.77
111,0.77
112,0.77
113,0.77
114,0.77
115,0.77
116,0.77
117,0.77
118,0.77
119,0.77
120,0.77
121,0.77
122,0.77
123,0.767199999999996
124,0.76
125,0.76
126,0.76
127,0.76
128,0.76
129,0.76
130,0.76
131,0.76
132,0.76
133,0.76
134,0.76
135,0.76
136,0.76
137,0.76
138,0.76
139,0.76
140,0.76
141,0.76
142,0.76
143,0.76
144,0.726755555555492
145,0.43964444444432
146,0.0715999999998826
147,0
148,0
149,0
150,0
151,0.0254222222222744
152,0.182044444444508
153,0.30213333333339
154,0.408955555555599
155,0.472311111111127
156,0.497600000000029
157,0.547866666666692
158,0.594044444444465
159,0.584933333333301
160,0.57
161,0.57
162,0.556044444444411
163,0.465422222222184
164,0.364133333333297
165,0.328599999999988
166,0.286044444444421
167,0.184799999999888
168,0.0862222222221986
169,0.0316222222221852
170,0.0164444444444613
171,0.0880000000000756
172,0.196622222222274
173,0.301022222222298
174,0.413688888888929
175,0.490000000000037
176,0.543288888888925
177,0.64764444444436
178,0.463711111111016
179,0.356666666666618
180,0.304266666666612
181,0.246399999999989
182,0.188355555555528
183,0.13775555555551
184,0.0691111111110862
185,0.0422222222221943
186,0.03
187,0.0109333333333021
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0.11313333333355
197,0.313733333333466
198,0.517733333333524
199,0.72915555555564
200,0.76
201,0.818488888888995
202,0.905022222222293
203,0.969066666666605
204,0.673222222221992
205,0.500222222222135
206,0.389022222222139
207,0.384488888888932
208,0.492622222222342
209,0.660311111111257
210,0.796377777777896
211,0.901777777777819
212,0.850622222221962
213,0.594355555555377
214,0.438622222222095
215,0.27466666666655
216,0.158977777777572
217,0.269688888889346
218,0.553311111111263
219,0.660266666666667
220,0.66
221,0.66
222,0.66
223,0.66
224,0.66
225,0.66
226,0.66
227,0.66
228,0.662800000000012
229,0.67
230,0.67
231,0.67
232,0.673822222222238
233,0.68
234,0.68
235,0.68
236,0.602422222222012
237,0.488399999999951
238,0.410044444444378
239,0.370044444444403
240,0.326888888888805
241,0.243777777777761
242,0.324622222222531
243,0.591822222222529
244,0.834977777777981
245,0.95168888888901
246,0.99
247,0.99
248,0.99
249,0.99
250,0.99
251,0.99
252,0.925777777777486
253,0.687333333333185
254,0.529977777777605
255,0.415288888888812
256,0.39
257,0.39
258,0.39
259,0.390888888888893
260,0.432222222222361
261,0.599688888889065
262,0.67
263,0.705822222222356
264,0.79
