Time_seconds,Data
0,0.5
1,0.5
2,0.5
3,0.5
4,0.494
5,0.49
6,0.49
7,0.49
8,0.49
9,0.49
10,0.49
11,0.49
12,0.487333333333333
13,0.409555555555555
14,0.4
15,0.4
16,0.381022222222222
17,0.3129375
18,0.28
19,0.28
20,0.28
21,0.28
22,0.299666666666666
23,0.384755555555555
24,0.513866666666664
25,0.688622222222222
26,0.733466666666666
27,0.74
28,0.74
29,0.74
30,0.74
31,0.74
32,0.74
33,0.714933333333335
34,0.533333333333339
35,0.324266666666672
36,0.211155555555557
37,0.223288888888888
38,0.259688888888886
39,0.301399999999997
40,0.415155555555553
41,0.416622222222223
42,0.41
43,0.434311111111108
44,0.484355555555555
45,0.517288888888888
46,0.52
47,0.544311111111108
48,0.57
49,0.57
50,0.576844444444443
51,0.617288888888888
52,0.628177777777777
53,0.555666666666677
54,0.46817777777778
55,0.301333333333339
56,0.276000000000001
57,0.248888888888894
58,0.138933333333337
59,0.075644444444446
60,0.0737333333333323
61,0.182311111111103
62,0.289111111111105
63,0.417688888888875
64,0.632222222222213
65,0.790555555555547
66,0.929911111111109
67,0.93088888888889
68,0.92
69,0.873066666666669
70,0.792222222222223
71,0.706711111111113
72,0.625866666666667
73,0.513766666666667
74,0.401022222222222
75,0.39
76,0.32142222222222
77,0.224488888888887
78,0.191199999999999
79,0.140355555555553
80,0.11
81,0.11
82,0.11
83,0.11
84,0.11
85,0.101911111111111
86,0.166044444444454
87,0.339111111111126
88,0.461111111111117
89,0.584977777777802
90,0.778666666666681
91,0.865244444444447
92,0.87
93,0.87
94,0.87
95,0.87
96,0.87
97,0.792133333333308
98,0.75
99,0.75
100,0.75
101,0.75
102,0.75
103,0.75
104,0.75
105,0.75
106,0.75
107,0.75
108,0.75
109,0.75
110,0.75
111,0.752800000000003
112,0.784844444444459
113,0.8
114,0.80706666666667
115,0.829955555555558
116,0.84706666666667
117,0.85706666666667
118,0.86
119,0.86
120,0.86
121,0.86
122,0.86
123,0.86
124,0.86
125,0.86
126,0.86
127,0.86
128,0.86
129,0.86
130,0.86
131,0.86
132,0.86
133,0.86
134,0.86
135,0.86
136,0.86
137,0.86
138,0.86
139,0.86
140,0.86
141,0.86
142,0.86
143,0.805444444444343
144,0.504266666666543
145,0.233866666666554
146,0.00326666666666026
147,0
148,0
149,0.0860000000001049
150,0.214933333333387
151,0.386488888888969
152,0.562755555555591
153,0.623133333333411
154,0.81266666666675
155,0.86
156,0.848888888888864
157,0.78959999999996
158,0.760888888888891
159,0.889000000000021
160,0.830755555555429
161,0.64248888888884
162,0.53555555555552
163,0.498133333333281
164,0.315866666666532
165,0.187777777777748
166,0.149111111111109
167,0.14
168,0.129822222222196
169,0.024533333333314
170,0.20231111111125
171,0.418000000000186
172,0.637022222222337
173,0.810266666666791
174,0.916933333333356
175,0.971777777777788
176,0.916133333333142
177,0.812933333333326
178,0.911333333333539
179,0.99
180,0.984577777777762
181,0.871244444444393
182,0.770177777777734
183,0.526222222221993
184,0.4
185,0.4
186,0.319377777777721
187,0.291911111111105
188,0.289111111111108
189,0.253866666666655
190,0.25
191,0.25
192,0.238044444444406
193,0.18
194,0.155911111111093
195,0.239377777777983
196,0.448800000000163
197,0.607422222222388
198,0.73524444444446
199,0.746000000000013
200,0.745111111111095
201,0.780311111111227
202,0.926577777777906
203,0.769644444444212
204,0.528533333333198
205,0.483022222222265
206,0.570888888888892
207,0.673066666666778
208,0.809777777777907
209,0.939066666666759
210,0.924577777777726
211,0.948422222222217
212,0.786799999999954
213,0.74399999999994
214,0.56764444444431
215,0.445111111110957
216,0.444444444444704
217,0.681422222222411
218,0.860177777777816
219,0.866177777777763
220,0.857199999999989
221,0.85
222,0.85
223,0.85
224,0.854888888888908
225,0.86
226,0.86
227,0.86
228,0.852933333333322
229,0.85
230,0.85
231,0.798266666666448
232,0.594933333333189
233,0.485555555555378
234,0.37079999999987
235,0.297422222222128
236,0.191688888888745
237,0.131911111111103
238,0.13
239,0.13
240,0.120933333333329
241,0.240977777778176
242,0.589688888889236
243,0.880311111111304
244,0.95
245,0.95
246,0.950888888888893
247,0.983955555555582
248,0.99
249,0.99
250,0.99
251,0.99
252,0.868977777777561
253,0.608355555555166
254,0.340622222222086
255,0.279977777778062
256,0.519599999999998
257,0.520088888888936
258,0.592844444444507
259,0.65520000000002
260,0.674488888888948
261,0.753377777777805
262,0.776488888888946
263,0.805644444444466
264,0.83
