Time_seconds,Data
0,0.5
1,0.5
2,0.5
3,0.5
4,0.5
5,0.5
6,0.5
7,0.5
8,0.5
9,0.5
10,0.5
11,0.5
12,0.5
13,0.5
14,0.499288888888889
15,0.418888888888889
16,0.349155555555555
17,0.2984375
18,0.221955555555556
19,0.158933333333334
20,0.0956888888888892
21,0.0555333333333335
22,0.0356444444444443
23,0.262111111111107
24,0.742044444444439
25,0.99
26,0.983822222222222
27,0.976
28,0.953955555555557
29,0.904488888888891
30,0.945688888888886
31,0.99
32,0.983377777777778
33,0.889822222222225
34,0.706177777777783
35,0.369911111111125
36,0.0715111111111174
37,0.139022222222219
38,0.28848888888888
39,0.46904444444444
40,0.58364444444444
41,0.641955555555555
42,0.67
43,0.67
44,0.661822222222223
45,0.66
46,0.66
47,0.66
48,0.66
49,0.66
50,0.66
51,0.66
52,0.66
53,0.66
54,0.629244444444452
55,0.464844444444452
56,0.360444444444452
57,0.189111111111123
58,0.0516444444444475
59,0.000888888888889154
60,0
61,0.129044444444415
62,0.30244444444444
63,0.434711111111096
64,0.619866666666656
65,0.774533333333328
66,0.837777777777774
67,0.90262222222222
68,0.928044444444444
69,0.872400000000005
70,0.791822222222222
71,0.750066666666668
72,0.684044444444445
73,0.4866
74,0.403866666666667
75,0.4
76,0.332599999999998
77,0.239733333333332
78,0.148022222222219
79,0.0778666666666655
80,0.0366222222222224
81,0.0545555555555581
82,0.0643999999999978
83,0.04
84,0.0229333333333325
85,0.02
86,0.0908888888889024
87,0.298933333333348
88,0.427955555555569
89,0.572844444444461
90,0.696400000000006
91,0.71
92,0.709533333333333
93,0.71088888888889
94,0.749066666666667
95,0.75
96,0.733999999999998
97,0.730888888888889
98,0.770222222222229
99,0.78
100,0.78
101,0.78
102,0.78
103,0.78
104,0.78
105,0.78
106,0.78
107,0.78
108,0.78
109,0.78
110,0.78
111,0.78
112,0.78
113,0.78
114,0.78
115,0.78
116,0.78
117,0.78
118,0.78
119,0.78
120,0.78
121,0.78
122,0.78
123,0.78
124,0.78
125,0.78
126,0.78
127,0.78
128,0.78
129,0.78
130,0.78
131,0.78
132,0.78
133,0.78
134,0.78
135,0.78
136,0.78
137,0.810311111111127
138,0.82
139,0.82
140,0.82
141,0.82
142,0.82
143,0.82
144,0.82
145,0.402999999999551
146,0
147,0.0150666666666964
148,0.0940000000000489
149,0.12
150,0.16133333333337
151,0.184488888888899
152,0.24
153,0.24
154,0.24
155,0.24
156,0.299666666666784
157,0.437244444444493
158,0.471422222222248
159,0.522755555555579
160,0.561022222222242
161,0.566155555555547
162,0.543822222222213
163,0.50688888888881
164,0.356711111111038
165,0.243644444444373
166,0.120622222222138
167,0.0182222222222033
168,0
169,0.0136444444444806
170,0.169511111111194
171,0.278000000000086
172,0.394244444444497
173,0.512488888888977
174,0.645511111111192
175,0.717288888888963
176,0.849644444444501
177,0.89
178,0.89
179,0.896488888888908
180,0.90026666666661
181,0.818733333333321
182,0.736555555555498
183,0.667511111111064
184,0.571422222222136
185,0.397911111110989
186,0.304644444444383
187,0.190222222222171
188,0.127599999999945
189,0.073866666666655
190,0.0771555555555776
191,0.109866666666685
192,0.14515555555557
193,0.148222222222216
194,0.12093333333333
195,0.133000000000045
196,0.350222222222315
197,0.433466666666785
198,0.539377777777922
199,0.643688888888971
200,0.737111111111207
201,0.849000000000073
202,0.965177777777846
203,0.867644444444261
204,0.606177777777557
205,0.374399999999867
206,0.232577777777677
207,0.453762962963365
208,0.710755555555668
209,0.830355555555624
210,0.85
211,0.839733333333295
212,0.72311111111095
213,0.452577777777508
214,0.284488888888852
215,0.127911111110854
216,0.216800000000448
217,0.605422222222587
218,0.823155555555581
219,0.81137777777773
220,0.725644444444385
221,0.71
222,0.71
223,0.7
224,0.7
225,0.7
226,0.7
227,0.7
228,0.7
229,0.7
230,0.7
231,0.7
232,0.7
233,0.7
234,0.7
235,0.622844444444277
236,0.546711111111064
237,0.455044444444285
238,0.370577777777686
239,0.324311111111078
240,0.309111111111107
241,0.377600000000309
242,0.603777777777986
243,0.806133333333487
244,0.912800000000082
245,0.988133333333342
246,0.99
247,0.988177777777769
248,0.952799999999987
249,0.981377777777818
250,0.99
251,0.984577777777751
252,0.828222222221992
253,0.598533333333025
254,0.29173333333295
255,0.0907999999999508
256,0.08
257,0.08
258,0.08
259,0.08
260,0.0817777777777857
261,0.253200000000247
262,0.452400000000075
263,0.533822222222336
264,0.593688888888864
